word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
veislu,122,12,1.237e-05,1.44e-06,8.605581
innritun,213,21,2.16e-05,2.52e-06,8.585427
samkynhneigðra,162,16,1.643e-05,1.92e-06,8.570312
some,182,18,1.845e-05,2.16e-06,8.558556
rf,101,10,1.024e-05,1.2e-06,8.549151
mikilla,211,21,2.139e-05,2.52e-06,8.504813
engan,771,77,7.818e-05,9.22e-06,8.475499
auðveldar,160,16,1.622e-05,1.92e-06,8.464506
ágæt,120,12,1.217e-05,1.44e-06,8.464506
sko,279,28,2.829e-05,3.35e-06,8.434276
vinnum,199,20,2.018e-05,2.4e-06,8.422183
eiginlega,714,72,7.24e-05,8.62e-06,8.393968
hófu,178,18,1.805e-05,2.16e-06,8.370456
nakin,709,72,7.189e-05,8.62e-06,8.335187
skar,128,13,1.298e-05,1.56e-06,8.334283
ad,511,52,5.181e-05,6.23e-06,8.318005
alfarið,275,28,2.788e-05,3.35e-06,8.313354
results,117,12,1.186e-05,1.44e-06,8.252893
eignarland,156,16,1.582e-05,1.92e-06,8.252893
nokkru,582,60,5.901e-05,7.19e-06,8.210571
hríð,184,19,1.866e-05,2.28e-06,8.197206
þrisvar,203,21,2.058e-05,2.52e-06,8.182356
flokkast,96,10,9.73e-06,1.2e-06,8.125926
skipuleggðu,96,10,9.73e-06,1.2e-06,8.125926
uppáhaldi,124,13,1.257e-05,1.56e-06,8.073836
kærandi,352,37,3.569e-05,4.43e-06,8.052719
tjón,256,27,2.596e-05,3.23e-06,8.025606
use,227,24,2.302e-05,2.87e-06,8.006012
eflaust,482,51,4.887e-05,6.11e-06,7.999788
hleypa,94,10,9.53e-06,1.2e-06,7.956636
inná,235,25,2.383e-05,2.99e-06,7.956636
einstakar,122,13,1.237e-05,1.56e-06,7.943613
persónuvernd,225,24,2.281e-05,2.87e-06,7.935474
rassinn,243,26,2.464e-05,3.11e-06,7.911057
eigi,5426,581,0.00055018,6.96e-05,7.905062
kvað,635,68,6.439e-05,8.15e-06,7.904355
hleypur,140,15,1.42e-05,1.8e-06,7.900206
öflug,177,19,1.795e-05,2.28e-06,7.885356
kvenkyns,269,29,2.728e-05,3.47e-06,7.851559
loðinn,102,11,1.034e-05,1.32e-06,7.848906
seðlabanka,185,20,1.876e-05,2.4e-06,7.829668
uppá,647,70,6.56e-05,8.39e-06,7.823622
leggst,166,18,1.683e-05,2.16e-06,7.806155
þarfnast,249,27,2.525e-05,3.23e-06,7.806155
vinkonu,175,19,1.774e-05,2.28e-06,7.796255
viðfangsefni,367,40,3.721e-05,4.79e-06,7.766184
auknum,366,40,3.711e-05,4.79e-06,7.745023
áratugi,347,38,3.518e-05,4.55e-06,7.72943
hva,246,27,2.494e-05,3.23e-06,7.712105
skáldið,91,10,9.23e-06,1.2e-06,7.7027
styttist,100,11,1.014e-05,1.32e-06,7.695005
framsókn,100,11,1.014e-05,1.32e-06,7.695005
kinky,100,11,1.014e-05,1.32e-06,7.695005
þykist,118,13,1.196e-05,1.56e-06,7.683167
fremsta,154,17,1.562e-05,2.04e-06,7.667847
áttina,126,14,1.278e-05,1.68e-06,7.618055
birtir,252,28,2.555e-05,3.35e-06,7.618055
matvælastofnunar,90,10,9.13e-06,1.2e-06,7.618055
area,117,13,1.186e-05,1.56e-06,7.618055
bætast,126,14,1.278e-05,1.68e-06,7.618055
bóluefni,90,10,9.13e-06,1.2e-06,7.618055
líðan,438,49,4.441e-05,5.87e-06,7.566232
atvinnulífs,116,13,1.176e-05,1.56e-06,7.552944
their,347,39,3.518e-05,4.67e-06,7.53124
innlendum,142,16,1.44e-05,1.92e-06,7.512249
stefndi,337,38,3.417e-05,4.55e-06,7.50668
these,195,22,1.977e-05,2.64e-06,7.50263
kveðju,159,18,1.612e-05,2.16e-06,7.47698
des,415,47,4.208e-05,5.63e-06,7.473979
meg,194,22,1.967e-05,2.64e-06,7.464155
skemmst,97,11,9.84e-06,1.32e-06,7.464155
frönsk,422,48,4.279e-05,5.75e-06,7.441711
vænt,158,18,1.602e-05,2.16e-06,7.429955
þinginu,219,25,2.221e-05,2.99e-06,7.414907
nefnilega,638,73,6.469e-05,8.74e-06,7.397746
farin,568,65,5.759e-05,7.79e-06,7.396676
venju,192,22,1.947e-05,2.64e-06,7.387205
umtalsvert,157,18,1.592e-05,2.16e-06,7.38293
kosnir,122,14,1.237e-05,1.68e-06,7.376212
vottað,122,14,1.237e-05,1.68e-06,7.376212
svigrúm,174,20,1.764e-05,2.4e-06,7.36412
íbúðarhúsnæði,87,10,8.82e-06,1.2e-06,7.36412
skellti,113,13,1.146e-05,1.56e-06,7.357609
skjóli,113,13,1.146e-05,1.56e-06,7.357609
tímamót,95,11,9.63e-06,1.32e-06,7.310255
hvergi,448,52,4.543e-05,6.23e-06,7.292497
ríkissaksóknara,86,10,8.72e-06,1.2e-06,7.279475
rifja,172,20,1.744e-05,2.4e-06,7.279475
website,103,12,1.044e-05,1.44e-06,7.265368
einhverra,120,14,1.217e-05,1.68e-06,7.255291
svokölluðu,137,16,1.389e-05,1.92e-06,7.247733
sæki,94,11,9.53e-06,1.32e-06,7.233305
stjórnvalda,632,74,6.408e-05,8.86e-06,7.229146
sinnir,196,23,1.987e-05,2.76e-06,7.213231
between,119,14,1.207e-05,1.68e-06,7.19483
ferðaþjónustunnar,119,14,1.207e-05,1.68e-06,7.19483
labba,110,13,1.115e-05,1.56e-06,7.162274
sýndist,93,11,9.43e-06,1.32e-06,7.156355
ákaflega,329,39,3.336e-05,4.67e-06,7.14057
hin,1840,219,0.00018657,2.623e-05,7.111731
þjónandi,84,10,8.52e-06,1.2e-06,7.110185
stjórnarfundi,84,10,8.52e-06,1.2e-06,7.110185
veistu,109,13,1.105e-05,1.56e-06,7.097163
útfæra,92,11,9.33e-06,1.32e-06,7.079405
setu,117,14,1.186e-05,1.68e-06,7.073909
þroskast,200,24,2.028e-05,2.87e-06,7.053755
auknu,183,22,1.856e-05,2.64e-06,7.04093
atvinnulíf,133,16,1.349e-05,1.92e-06,7.036121
own,108,13,1.095e-05,1.56e-06,7.032051
sannlega,83,10,8.42e-06,1.2e-06,7.02554
