word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
that,2492,11240,0.00021585,0.00101715,0.212207
mentioned,12,54,1.04e-06,4.89e-06,0.212699
sources,10,45,8.7e-07,4.07e-06,0.212699
meets,10,45,8.7e-07,4.07e-06,0.212699
otherwise,30,135,2.6e-06,1.222e-05,0.212699
when,582,2615,5.041e-05,0.00023664,0.213024
connection,51,229,4.42e-06,2.072e-05,0.213163
nåd,64,287,5.54e-06,2.597e-05,0.21344
despite,27,121,2.34e-06,1.095e-05,0.213577
countries,69,309,5.98e-06,2.796e-05,0.213731
kvalitetssäkra,15,67,1.3e-06,6.06e-06,0.214286
runs,15,67,1.3e-06,6.06e-06,0.214286
mathematics,15,67,1.3e-06,6.06e-06,0.214286
together,93,415,8.06e-06,3.756e-05,0.214492
interests,11,49,9.5e-07,4.43e-06,0.214869
launched,11,49,9.5e-07,4.43e-06,0.214869
developed,31,138,2.69e-06,1.249e-05,0.215011
erkännande,172,765,1.49e-05,6.923e-05,0.215201
sitting,18,80,1.56e-06,7.24e-06,0.215357
joint,34,151,2.94e-06,1.366e-05,0.215516
notice,25,111,2.17e-06,1.004e-05,0.215573
opening,14,62,1.21e-06,5.61e-06,0.216129
autumn,42,186,3.64e-06,1.683e-05,0.216129
different,181,801,1.568e-05,7.249e-05,0.216283
värdeskåp,12,53,1.04e-06,4.8e-06,0.216712
rental,17,75,1.47e-06,6.79e-06,0.216953
think,227,1000,1.966e-05,9.049e-05,0.217272
interiörer,15,66,1.3e-06,5.97e-06,0.217533
anmärkningar,33,145,2.86e-06,1.312e-05,0.217833
grow,18,79,1.56e-06,7.15e-06,0.218083
external,18,79,1.56e-06,7.15e-06,0.218083
have,1312,5746,0.00011364,0.00051998,0.218547
certain,32,140,2.77e-06,1.267e-05,0.218776
requires,16,70,1.39e-06,6.33e-06,0.218776
doctors,11,48,9.5e-07,4.34e-06,0.219345
understand,42,183,3.64e-06,1.656e-05,0.219672
worst,17,74,1.47e-06,6.7e-06,0.219884
payday,23,100,1.99e-06,9.05e-06,0.220143
kramar,168,730,1.455e-05,6.606e-05,0.220274
there,604,2624,5.232e-05,0.00023746,0.220318
proposal,18,78,1.56e-06,7.06e-06,0.220879
mottagits,18,78,1.56e-06,7.06e-06,0.220879
beginning,37,160,3.2e-06,1.448e-05,0.221339
county,65,281,5.63e-06,2.543e-05,0.221403
fantastic,28,121,2.43e-06,1.095e-05,0.221488
exactly,25,108,2.17e-06,9.77e-06,0.221561
want,257,1110,2.226e-05,0.00010045,0.221609
ursprunglig,19,82,1.65e-06,7.42e-06,0.221777
other,369,1591,3.196e-05,0.00014398,0.22199
kasinot,29,125,2.51e-06,1.131e-05,0.222057
websites,13,56,1.13e-06,5.07e-06,0.222194
treated,13,56,1.13e-06,5.07e-06,0.222194
steps,13,56,1.13e-06,5.07e-06,0.222194
him,72,310,6.24e-06,2.805e-05,0.222304
kollapsen,10,43,8.7e-07,3.89e-06,0.222592
continued,20,86,1.73e-06,7.78e-06,0.222592
fact,54,231,4.68e-06,2.09e-05,0.223748
healthy,18,77,1.56e-06,6.97e-06,0.223748
opinions,11,47,9.5e-07,4.25e-06,0.224012
extremely,26,111,2.25e-06,1.004e-05,0.224196
starting,30,128,2.6e-06,1.158e-05,0.224331
arresterades,27,115,2.34e-06,1.041e-05,0.224721
cent,39,166,3.38e-06,1.502e-05,0.224871
forms,24,102,2.08e-06,9.23e-06,0.22521
can,1013,4305,8.774e-05,0.00038958,0.225223
adjö,29,123,2.51e-06,1.113e-05,0.225668
where,286,1212,2.477e-05,0.00010968,0.225861
sector,17,72,1.47e-06,6.52e-06,0.225992
stylish,17,72,1.47e-06,6.52e-06,0.225992
needs,48,203,4.16e-06,1.837e-05,0.22632
customer,37,156,3.2e-06,1.412e-05,0.227015
nordirland,14,59,1.21e-06,5.34e-06,0.227119
culture,42,177,3.64e-06,1.602e-05,0.227119
equality,14,59,1.21e-06,5.34e-06,0.227119
diseases,19,80,1.65e-06,7.24e-06,0.227322
carefully,10,42,8.7e-07,3.8e-06,0.227891
lay,10,42,8.7e-07,3.8e-06,0.227891
månatliga,15,63,1.3e-06,5.7e-06,0.227891
felt,42,176,3.64e-06,1.593e-05,0.228409
brådskande,32,134,2.77e-06,1.213e-05,0.228572
wind,32,134,2.77e-06,1.213e-05,0.228572
ottomanska,16,67,1.39e-06,6.06e-06,0.228572
advertising,27,113,2.34e-06,1.023e-05,0.228698
nowadays,11,46,9.5e-07,4.16e-06,0.228882
must,154,644,1.334e-05,5.828e-05,0.228882
rådfråga,23,96,1.99e-06,8.69e-06,0.229316
tillkännages,18,75,1.56e-06,6.79e-06,0.229714
demokraterna,31,129,2.69e-06,1.167e-05,0.230011
exist,19,79,1.65e-06,7.15e-06,0.230199
hlr,13,54,1.13e-06,4.89e-06,0.230423
rocken,13,54,1.13e-06,4.89e-06,0.230423
kept,13,54,1.13e-06,4.89e-06,0.230423
interesting,43,178,3.72e-06,1.611e-05,0.23122
conditions,52,215,4.5e-06,1.946e-05,0.231495
towards,32,132,2.77e-06,1.195e-05,0.232035
depends,16,66,1.39e-06,5.97e-06,0.232035
employment,16,66,1.39e-06,5.97e-06,0.232035
regular,26,107,2.25e-06,9.68e-06,0.232577
eeg,26,107,2.25e-06,9.68e-06,0.232577
turned,27,111,2.34e-06,1.004e-05,0.232819
quarter,18,74,1.56e-06,6.7e-06,0.232819
extensive,10,41,8.7e-07,3.71e-06,0.23345
somewhere,10,41,8.7e-07,3.71e-06,0.23345
infection,10,41,8.7e-07,3.71e-06,0.23345
successful,20,82,1.73e-06,7.42e-06,0.23345
appropriate,10,41,8.7e-07,3.71e-06,0.23345
broad,10,41,8.7e-07,3.71e-06,0.23345
processes,10,41,8.7e-07,3.71e-06,0.23345
included,31,127,2.69e-06,1.149e-05,0.233633
closed,21,86,1.82e-06,7.78e-06,0.233721
projects,32,131,2.77e-06,1.185e-05,0.233806
closer,11,45,9.5e-07,4.07e-06,0.233968
parent,11,45,9.5e-07,4.07e-06,0.233968
council,45,184,3.9e-06,1.665e-05,0.234084
government,71,290,6.15e-06,2.624e-05,0.234335
improve,24,98,2.08e-06,8.87e-06,0.234403
kolumn,24,98,2.08e-06,8.87e-06,0.234403
largest,26,106,2.25e-06,9.59e-06,0.234771
välbefinnande,92,375,7.97e-06,3.394e-05,0.234819
especially,42,171,3.64e-06,1.547e-05,0.235088
clear,73,296,6.32e-06,2.679e-05,0.236052
takes,62,251,5.37e-06,2.271e-05,0.236426
but,969,3922,8.393e-05,0.00035492,0.236479
previous,22,89,1.91e-06,8.05e-06,0.236597
reduced,24,97,2.08e-06,8.78e-06,0.236819
been,455,1835,3.941e-05,0.00016606,0.23733
strong,48,193,4.16e-06,1.747e-05,0.238046
naturligtvis,1373,5517,0.00011892,0.00049926,0.238202
