word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
håndterer,107,261,1.087e-05,3.13e-05,0.347337
genoplive,16,39,1.63e-06,4.68e-06,0.347587
datalogi,23,56,2.34e-06,6.72e-06,0.347975
balkonen,23,56,2.34e-06,6.72e-06,0.347975
indsendelse,23,56,2.34e-06,6.72e-06,0.347975
henviste,37,90,3.76e-06,1.079e-05,0.348311
talentfulde,51,124,5.18e-06,1.487e-05,0.348463
enstemmigt,35,85,3.56e-06,1.019e-05,0.348865
flueben,14,34,1.42e-06,4.08e-06,0.348865
takeaway,21,51,2.13e-06,6.12e-06,0.348865
sundhedssystem,14,34,1.42e-06,4.08e-06,0.348865
sognepræsten,14,34,1.42e-06,4.08e-06,0.348865
højkvalitets,14,34,1.42e-06,4.08e-06,0.348865
partileder,14,34,1.42e-06,4.08e-06,0.348865
tredjeparter,71,172,7.21e-06,2.063e-05,0.349734
betydelige,147,356,1.494e-05,4.269e-05,0.349845
ejerboliger,19,46,1.93e-06,5.52e-06,0.349948
bruseren,19,46,1.93e-06,5.52e-06,0.349948
hovedstadsregionen,19,46,1.93e-06,5.52e-06,0.349948
rd,134,324,1.362e-05,3.886e-05,0.350403
ovnbagte,12,29,1.22e-06,3.48e-06,0.350583
vens,24,58,2.44e-06,6.96e-06,0.350583
fremlægges,24,58,2.44e-06,6.96e-06,0.350583
ordret,12,29,1.22e-06,3.48e-06,0.350583
tilstå,12,29,1.22e-06,3.48e-06,0.350583
opkøbet,12,29,1.22e-06,3.48e-06,0.350583
uddannelsessektoren,12,29,1.22e-06,3.48e-06,0.350583
afskedigelse,17,41,1.73e-06,4.92e-06,0.351296
tilsiger,17,41,1.73e-06,4.92e-06,0.351296
implementeres,39,94,3.96e-06,1.127e-05,0.351516
højtstående,39,94,3.96e-06,1.127e-05,0.351516
