word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
sentimetrar,12,54,1.22e-06,6.47e-06,0.1881
líflegu,10,45,1.01e-06,5.39e-06,0.1881
opinni,34,153,3.45e-06,1.833e-05,0.1881
innihalds,16,72,1.62e-06,8.62e-06,0.1881
óvæntan,10,45,1.01e-06,5.39e-06,0.1881
fyrirgefðu,21,94,2.13e-06,1.126e-05,0.189101
aukaefni,19,85,1.93e-06,1.018e-05,0.189207
tól,141,630,1.43e-05,7.547e-05,0.189444
sprunga,24,107,2.43e-06,1.282e-05,0.189858
hvíslar,20,89,2.03e-06,1.066e-05,0.190214
gagnrýnni,18,80,1.83e-06,9.58e-06,0.190451
snúðu,16,71,1.62e-06,8.51e-06,0.190749
umfangs,12,53,1.22e-06,6.35e-06,0.191649
jarlinn,12,53,1.22e-06,6.35e-06,0.191649
frjálslega,29,128,2.94e-06,1.533e-05,0.191774
hrjá,17,75,1.72e-06,8.98e-06,0.191862
réttindin,27,119,2.74e-06,1.426e-05,0.192052
sléttur,20,88,2.03e-06,1.054e-05,0.192375
málsókn,15,66,1.52e-06,7.91e-06,0.192375
grimmilega,13,57,1.32e-06,6.83e-06,0.19305
undanskilinni,16,70,1.62e-06,8.39e-06,0.193474
furðulegt,49,214,4.97e-06,2.564e-05,0.193813
upplýsing,11,48,1.12e-06,5.75e-06,0.193978
misnotuð,14,61,1.42e-06,7.31e-06,0.194267
pening,144,627,1.46e-05,7.511e-05,0.1944
hvíldu,17,74,1.72e-06,8.86e-06,0.194455
fórnarlömb,66,287,6.69e-06,3.438e-05,0.194654
íslenski,178,774,1.805e-05,9.272e-05,0.194662
ákvæðis,15,65,1.52e-06,7.79e-06,0.195335
kinnar,15,65,1.52e-06,7.79e-06,0.195335
prótín,20,86,2.03e-06,1.03e-05,0.196849
geim,10,43,1.01e-06,5.15e-06,0.196849
sprungur,57,245,5.78e-06,2.935e-05,0.196929
